Authors,URL,Title,Published,Data collected (first),Data collected (last),Location Description,Latitude,Longitude,Region,Type of Fish,Sex of Sample (if only one sample),Number of Samples,Length of Fish (cm),Weight of Fish (g),Age (years),Conc Hg Fish [ug/g],,Conc Hg Sediment [ug/g],Main Findings/Comments
"Hendra Gunawan, Chairil Anwar",http://garuda.ristekbrin.go.id/documents/detail/434356,"The Quality of Waters and Mercury (Hg) Content of Fishes in Silvofishery Pond at Sub Forest District of Ciasem-Pamanukan, Forest District of Purwakarta, Subang Regency, West Java)",,,,,,,,Rabbitfish (siganus sp.),,1,,,,2.9590,,,
"Hendra Gunawan, Chairil Anwar",http://garuda.ristekbrin.go.id/documents/detail/434356,"The Quality of Waters and Mercury (Hg) Content of Fishes in Silvofishery Pond at Sub Forest District of Ciasem-Pamanukan, Forest District of Purwakarta, Subang Regency, West Java)",,,,,,,,Hawaiian ladyfish (elops hawaiensis),,1,,,,0.0156,,,
"Hendra Gunawan, Chairil Anwar",http://garuda.ristekbrin.go.id/documents/detail/434356,"The Quality of Waters and Mercury (Hg) Content of Fishes in Silvofishery Pond at Sub Forest District of Ciasem-Pamanukan, Forest District of Purwakarta, Subang Regency, West Java)",,,,,,,,Crystal-eyed catfish (mystus wyckii),,1,,,,<0.0008,,,
Edward Edward,http://ejournal.uki.ac.id/index.php/prolife/article/view/1018,"Observation of Mercury (Hg) and Copper (Cu) Content in Fish Meat in Kao Bay, Halmahera",2019,2015,2015,"Kao Bay, Halmahera, North Maluku",127.7500,-1.5000,Asia,Pickhandle barracuda (sphyraena jello),,3,25.5,97.092,,0.15,,,
Edward Edward,http://ejournal.uki.ac.id/index.php/prolife/article/view/1018,"Observation of Mercury (Hg) and Copper (Cu) Content in Fish Meat in Kao Bay, Halmahera",2019,2015,2015,"Kao Bay, Halmahera, North Maluku",127.7500,-1.5000,Asia,Mangrove red snapper (Lutjanus argentimaculatus),,,24.3,187.55,,0.31,,,
Edward Edward,http://ejournal.uki.ac.id/index.php/prolife/article/view/1018,"Observation of Mercury (Hg) and Copper (Cu) Content in Fish Meat in Kao Bay, Halmahera",2019,2015,2015,"Kao Bay, Halmahera, North Maluku",127.7500,-1.5000,Asia,Inshore lizardfish (synodus foetens),,,25.4,124.446,,0.19,,,
Edward Edward,http://ejournal.uki.ac.id/index.php/prolife/article/view/1018,"Observation of Mercury (Hg) and Copper (Cu) Content in Fish Meat in Kao Bay, Halmahera",2019,2015,2015,"Kao Bay, Halmahera, North Maluku",127.7500,-1.5000,Asia,Japanese threadfin bream (nemipterus japonicus),,,17.3,87.612,,0.98,,,
Edward Edward,http://ejournal.uki.ac.id/index.php/prolife/article/view/1018,"Observation of Mercury (Hg) and Copper (Cu) Content in Fish Meat in Kao Bay, Halmahera",2019,2015,2015,"Kao Bay, Halmahera, North Maluku",127.7500,-1.5000,Asia,Yellowstriped goatfish (upeneus vittatus),,,19.2,86.170,,0.24,,,
Edward Edward,http://ejournal.uki.ac.id/index.php/prolife/article/view/1018,"Observation of Mercury (Hg) and Copper (Cu) Content in Fish Meat in Kao Bay, Halmahera",2019,2015,2015,"Kao Bay, Halmahera, North Maluku",127.7500,-1.5000,Asia,Indian anchovy (stolephorus indicus),,,8.9,11.991,,0.19,,,
Edward Edward,http://ejournal.uki.ac.id/index.php/prolife/article/view/1018,"Observation of Mercury (Hg) and Copper (Cu) Content in Fish Meat in Kao Bay, Halmahera",2019,2015,2015,"Kao Bay, Halmahera, North Maluku",127.7500,-1.5000,Asia,Toothpony (gazza minuta),,,17.2,88.342,,0.38,,,
Edward Edward,http://ejournal.uki.ac.id/index.php/prolife/article/view/1018,"Observation of Mercury (Hg) and Copper (Cu) Content in Fish Meat in Kao Bay, Halmahera",2019,2015,2015,"Kao Bay, Halmahera, North Maluku",127.7500,-1.5000,Asia,Bubara fish (caranx sp),,,24.2,147.732,,0.89,,,
"Rüdel, H., Radermacher, G., Fliedner, A., Lohmann, N., & Duffek, A.",https://enveurope.springeropen.com/articles/10.1186/s12302-020-0295-9,A field study in support of the monitoring of priority substances in German freshwater fish: derivation of fillet-to-whole fish conversion factors,2020,2016,2016,River Weser (Drakenburg),52.6948,9.200792,Western and Central Europe,Chub (Squalius cephalus),,6,,,,0.0606,,,Chub had higher mercury levels than bream and roach although the trophic levels of chub is lower
"Rüdel, H., Radermacher, G., Fliedner, A., Lohmann, N., & Duffek, A.",https://enveurope.springeropen.com/articles/10.1186/s12302-020-0295-10,A field study in support of the monitoring of priority substances in German freshwater fish: derivation of fillet-to-whole fish conversion factors,2020,2016,2016,River Weser (Drakenburg),52.6948,9.200792,Western and Central Europe,Chub (Squalius cephalus),,7,,,,0.0532,,,Mercury levels decrease slightly with increasing fish length
"Rüdel, H., Radermacher, G., Fliedner, A., Lohmann, N., & Duffek, A.",https://enveurope.springeropen.com/articles/10.1186/s12302-020-0295-11,A field study in support of the monitoring of priority substances in German freshwater fish: derivation of fillet-to-whole fish conversion factors,2020,2016,2016,River Weser (Drakenburg),52.6948,9.200792,Western and Central Europe,Chub (Squalius cephalus),,6,,,,0.068,,,Only fishes from Weser river and lake Starnberg shows positive correlations between fish length and Hg concentration in whole fish
"Rüdel, H., Radermacher, G., Fliedner, A., Lohmann, N., & Duffek, A.",https://enveurope.springeropen.com/articles/10.1186/s12302-020-0295-12,A field study in support of the monitoring of priority substances in German freshwater fish: derivation of fillet-to-whole fish conversion factors,2020,2016,2016,River Weser (Drakenburg),52.6948,9.200792,Western and Central Europe,Roach (Rutilus rutilus),,6,,,,0.0351,,,"No correlation between the variability of mercury concentrations of the composite samples and parameters such as fish age, number of fish per composite sample or height of mercury levels could be detected"
"Rüdel, H., Radermacher, G., Fliedner, A., Lohmann, N., & Duffek, A.",https://enveurope.springeropen.com/articles/10.1186/s12302-020-0295-13,A field study in support of the monitoring of priority substances in German freshwater fish: derivation of fillet-to-whole fish conversion factors,2020,2016,2016,River Weser (Drakenburg),52.6948,9.200792,Western and Central Europe,Roach (Rutilus rutilus),,9,,,,0.049,,,
"Rüdel, H., Radermacher, G., Fliedner, A., Lohmann, N., & Duffek, A.",https://enveurope.springeropen.com/articles/10.1186/s12302-020-0295-14,A field study in support of the monitoring of priority substances in German freshwater fish: derivation of fillet-to-whole fish conversion factors,2020,2016,2016,River Weser (Drakenburg),52.6948,9.200792,Western and Central Europe,Perch (Perca fluviatilis),,9,,,,0.062,,,
"Rüdel, H., Radermacher, G., Fliedner, A., Lohmann, N., & Duffek, A.",https://enveurope.springeropen.com/articles/10.1186/s12302-020-0295-15,A field study in support of the monitoring of priority substances in German freshwater fish: derivation of fillet-to-whole fish conversion factors,2020,2016,2016,River Weser (Drakenburg),52.6948,9.200792,Western and Central Europe,Perch (Perca fluviatilis),,9,,,,0.0571,,,
"Rüdel, H., Radermacher, G., Fliedner, A., Lohmann, N., & Duffek, A.",https://enveurope.springeropen.com/articles/10.1186/s12302-020-0295-16,A field study in support of the monitoring of priority substances in German freshwater fish: derivation of fillet-to-whole fish conversion factors,2020,2016,2016,River Elbe (Schönebeck),52.02357,11.739696,Western and Central Europe,Roach (Rutilus rutilus),,12,,,,0.0789,,,Highest mercury concentrations were found in fishes from the Elbe river while the lowest levels were measured for fishes in Lake Starnberg and Baltic Sea lagoon
"Rüdel, H., Radermacher, G., Fliedner, A., Lohmann, N., & Duffek, A.",https://enveurope.springeropen.com/articles/10.1186/s12302-020-0295-17,A field study in support of the monitoring of priority substances in German freshwater fish: derivation of fillet-to-whole fish conversion factors,2020,2016,2016,River Elbe (Schönebeck),52.02357,11.739696,Western and Central Europe,Roach (Rutilus rutilus),,6,,,,0.0954,,,
"Rüdel, H., Radermacher, G., Fliedner, A., Lohmann, N., & Duffek, A.",https://enveurope.springeropen.com/articles/10.1186/s12302-020-0295-18,A field study in support of the monitoring of priority substances in German freshwater fish: derivation of fillet-to-whole fish conversion factors,2020,2016,2016,River Elbe (Schönebeck),52.02357,11.739696,Western and Central Europe,Bream (Abramis brama),,9,,,,0.0618,,,
"Rüdel, H., Radermacher, G., Fliedner, A., Lohmann, N., & Duffek, A.",https://enveurope.springeropen.com/articles/10.1186/s12302-020-0295-19,A field study in support of the monitoring of priority substances in German freshwater fish: derivation of fillet-to-whole fish conversion factors,2020,2016,2016,River Elbe (Schönebeck),52.02357,11.739696,Western and Central Europe,Bream (Abramis brama),,9,,,,0.206,,,
"Rüdel, H., Radermacher, G., Fliedner, A., Lohmann, N., & Duffek, A.",https://enveurope.springeropen.com/articles/10.1186/s12302-020-0295-20,A field study in support of the monitoring of priority substances in German freshwater fish: derivation of fillet-to-whole fish conversion factors,2020,2016,2016,River Elbe (Schönebeck),52.02357,11.739696,Western and Central Europe,Perch (Perca fluviatilis),,11,,,,0.101,,,
"Rüdel, H., Radermacher, G., Fliedner, A., Lohmann, N., & Duffek, A.",https://enveurope.springeropen.com/articles/10.1186/s12302-020-0295-21,A field study in support of the monitoring of priority substances in German freshwater fish: derivation of fillet-to-whole fish conversion factors,2020,2017,2017,River Moselle (Kenn),49.82113,6.712378,Western and Central Europe,Chub (Squalius cephalus),,6,,,,0.0459,,,
"Rüdel, H., Radermacher, G., Fliedner, A., Lohmann, N., & Duffek, A.",https://enveurope.springeropen.com/articles/10.1186/s12302-020-0295-22,A field study in support of the monitoring of priority substances in German freshwater fish: derivation of fillet-to-whole fish conversion factors,2020,2017,2017,River Moselle (Mehring),49.79229,6.82017,Western and Central Europe,Chub (Squalius cephalus),,10,,,,0.0462,,,
"Rüdel, H., Radermacher, G., Fliedner, A., Lohmann, N., & Duffek, A.",https://enveurope.springeropen.com/articles/10.1186/s12302-020-0295-23,A field study in support of the monitoring of priority substances in German freshwater fish: derivation of fillet-to-whole fish conversion factors,2020,2017,2017,River Moselle (Mehring),49.79229,6.82017,Western and Central Europe,Roach (Rutilus rutilus),,8,,,,0.0124,,,
"Rüdel, H., Radermacher, G., Fliedner, A., Lohmann, N., & Duffek, A.",https://enveurope.springeropen.com/articles/10.1186/s12302-020-0295-24,A field study in support of the monitoring of priority substances in German freshwater fish: derivation of fillet-to-whole fish conversion factors,2020,2017,2017,River Moselle (Mehring),49.79229,6.82017,Western and Central Europe,Roach (Rutilus rutilus),,8,,,,0.0102,,,
"Rüdel, H., Radermacher, G., Fliedner, A., Lohmann, N., & Duffek, A.",https://enveurope.springeropen.com/articles/10.1186/s12302-020-0295-25,A field study in support of the monitoring of priority substances in German freshwater fish: derivation of fillet-to-whole fish conversion factors,2020,2017,2017,River Moselle (Mehring),49.79229,6.82017,Western and Central Europe,Perch (Perca fluviatilis),,7,,,,0.0679,,,
"Rüdel, H., Radermacher, G., Fliedner, A., Lohmann, N., & Duffek, A.",https://enveurope.springeropen.com/articles/10.1186/s12302-020-0295-26,A field study in support of the monitoring of priority substances in German freshwater fish: derivation of fillet-to-whole fish conversion factors,2020,2017,2017,River Moselle (Mehring),49.79229,6.82017,Western and Central Europe,Perch (Perca fluviatilis),,9,,,,0.083,,,
"Rüdel, H., Radermacher, G., Fliedner, A., Lohmann, N., & Duffek, A.",https://enveurope.springeropen.com/articles/10.1186/s12302-020-0295-27,A field study in support of the monitoring of priority substances in German freshwater fish: derivation of fillet-to-whole fish conversion factors,2020,2016,2016,"River Havel (Lake-like section ""Grosser Wannsee""",52.43203,3.172567,Western and Central Europe,Roach (Rutilus rutilus),,7,,,,0.0251,,,
"Rüdel, H., Radermacher, G., Fliedner, A., Lohmann, N., & Duffek, A.",https://enveurope.springeropen.com/articles/10.1186/s12302-020-0295-28,A field study in support of the monitoring of priority substances in German freshwater fish: derivation of fillet-to-whole fish conversion factors,2020,2016,2016,"River Havel (Lake-like section ""Grosser Wannsee""",52.43203,3.172567,Western and Central Europe,Roach (Rutilus rutilus),,13,,,,0.03,,,
"Rüdel, H., Radermacher, G., Fliedner, A., Lohmann, N., & Duffek, A.",https://enveurope.springeropen.com/articles/10.1186/s12302-020-0295-29,A field study in support of the monitoring of priority substances in German freshwater fish: derivation of fillet-to-whole fish conversion factors,2020,2016,2016,"River Havel (Lake-like section ""Grosser Wannsee""",52.43203,3.172567,Western and Central Europe,Bream (Abramis brama),,10,,,,0.0183,,,
"Rüdel, H., Radermacher, G., Fliedner, A., Lohmann, N., & Duffek, A.",https://enveurope.springeropen.com/articles/10.1186/s12302-020-0295-30,A field study in support of the monitoring of priority substances in German freshwater fish: derivation of fillet-to-whole fish conversion factors,2020,2016,2016,"River Havel (Lake-like section ""Grosser Wannsee""",52.43203,3.172567,Western and Central Europe,Bream (Abramis brama),,10,,,,0.0297,,,
"Rüdel, H., Radermacher, G., Fliedner, A., Lohmann, N., & Duffek, A.",https://enveurope.springeropen.com/articles/10.1186/s12302-020-0295-31,A field study in support of the monitoring of priority substances in German freshwater fish: derivation of fillet-to-whole fish conversion factors,2020,2016,2016,"River Havel (Lake-like section ""Grosser Wannsee""",52.43203,3.172567,Western and Central Europe,Perch (Perca fluviatilis),,10,,,,0.0311,,,
"Rüdel, H., Radermacher, G., Fliedner, A., Lohmann, N., & Duffek, A.",https://enveurope.springeropen.com/articles/10.1186/s12302-020-0295-32,A field study in support of the monitoring of priority substances in German freshwater fish: derivation of fillet-to-whole fish conversion factors,2020,2016,2016,"River Havel (Lake-like section ""Grosser Wannsee""",52.43203,3.172567,Western and Central Europe,Perch (Perca fluviatilis),,6,,,,0.0365,,,
"Rüdel, H., Radermacher, G., Fliedner, A., Lohmann, N., & Duffek, A.",https://enveurope.springeropen.com/articles/10.1186/s12302-020-0295-33,A field study in support of the monitoring of priority substances in German freshwater fish: derivation of fillet-to-whole fish conversion factors,2020,2017,2017,Lake Starnberg,47.9001,11.3168,Western and Central Europe,Roach (Rutilus rutilus),,7,,,,0.0471,,,
"Rüdel, H., Radermacher, G., Fliedner, A., Lohmann, N., & Duffek, A.",https://enveurope.springeropen.com/articles/10.1186/s12302-020-0295-34,A field study in support of the monitoring of priority substances in German freshwater fish: derivation of fillet-to-whole fish conversion factors,2020,2017,2017,Lake Starnberg,47.9001,11.3168,Western and Central Europe,Roach (Rutilus rutilus),,7,,,,0.0434,,,
"Rüdel, H., Radermacher, G., Fliedner, A., Lohmann, N., & Duffek, A.",https://enveurope.springeropen.com/articles/10.1186/s12302-020-0295-35,A field study in support of the monitoring of priority substances in German freshwater fish: derivation of fillet-to-whole fish conversion factors,2020,2017,2017,Lake Starnberg,47.9001,11.3168,Western and Central Europe,Whitefish (Coregonus renke),,13,,,,0.0646,,,Whitefish (Coregonus renke) was only caught in Lake Starnberg
"Rüdel, H., Radermacher, G., Fliedner, A., Lohmann, N., & Duffek, A.",https://enveurope.springeropen.com/articles/10.1186/s12302-020-0295-36,A field study in support of the monitoring of priority substances in German freshwater fish: derivation of fillet-to-whole fish conversion factors,2020,2017,2017,Lake Starnberg,47.9001,11.3168,Western and Central Europe,Whitefish (Coregonus renke),,7,,,,0.0742,,,
"Rüdel, H., Radermacher, G., Fliedner, A., Lohmann, N., & Duffek, A.",https://enveurope.springeropen.com/articles/10.1186/s12302-020-0295-37,A field study in support of the monitoring of priority substances in German freshwater fish: derivation of fillet-to-whole fish conversion factors,2020,2017,2017,Lake Starnberg,47.9001,11.3168,Western and Central Europe,Perch (Perca fluviatilis),,11,,,,0.0543,,,
"Rüdel, H., Radermacher, G., Fliedner, A., Lohmann, N., & Duffek, A.",https://enveurope.springeropen.com/articles/10.1186/s12302-020-0295-38,A field study in support of the monitoring of priority substances in German freshwater fish: derivation of fillet-to-whole fish conversion factors,2020,2017,2017,Lake Starnberg,47.9001,11.3168,Western and Central Europe,Perch (Perca fluviatilis),,9,,,,0.0839,,,
"Rüdel, H., Radermacher, G., Fliedner, A., Lohmann, N., & Duffek, A.",https://enveurope.springeropen.com/articles/10.1186/s12302-020-0295-39,A field study in support of the monitoring of priority substances in German freshwater fish: derivation of fillet-to-whole fish conversion factors,2020,2017,2017,"Baltic sea lagoon ""kleines Haff""",53.81355,14.105501,Western and Central Europe,Roach (Rutilus rutilus),,12,,,,0.0176,,,
"Rüdel, H., Radermacher, G., Fliedner, A., Lohmann, N., & Duffek, A.",https://enveurope.springeropen.com/articles/10.1186/s12302-020-0295-40,A field study in support of the monitoring of priority substances in German freshwater fish: derivation of fillet-to-whole fish conversion factors,2020,2017,2017,"Baltic sea lagoon ""kleines Haff""",53.81355,14.105501,Western and Central Europe,Roach (Rutilus rutilus),,6,,,,0.0142,,,
"Rüdel, H., Radermacher, G., Fliedner, A., Lohmann, N., & Duffek, A.",https://enveurope.springeropen.com/articles/10.1186/s12302-020-0295-41,A field study in support of the monitoring of priority substances in German freshwater fish: derivation of fillet-to-whole fish conversion factors,2020,2017,2017,"Baltic sea lagoon ""kleines Haff""",53.81355,14.105501,Western and Central Europe,Bream (Abramis brama),,8,,,,0.0051,,,
"Rüdel, H., Radermacher, G., Fliedner, A., Lohmann, N., & Duffek, A.",https://enveurope.springeropen.com/articles/10.1186/s12302-020-0295-42,A field study in support of the monitoring of priority substances in German freshwater fish: derivation of fillet-to-whole fish conversion factors,2020,2017,2017,"Baltic sea lagoon ""kleines Haff""",53.81355,14.105501,Western and Central Europe,Bream (Abramis brama),,8,,,,0.0058,,,
"Rüdel, H., Radermacher, G., Fliedner, A., Lohmann, N., & Duffek, A.",https://enveurope.springeropen.com/articles/10.1186/s12302-020-0295-43,A field study in support of the monitoring of priority substances in German freshwater fish: derivation of fillet-to-whole fish conversion factors,2020,2017,2017,"Baltic sea lagoon ""kleines Haff""",53.81355,14.105501,Western and Central Europe,Perch (Perca fluviatilis),,9,,,,0.015,,,
"Rüdel, H., Radermacher, G., Fliedner, A., Lohmann, N., & Duffek, A.",https://enveurope.springeropen.com/articles/10.1186/s12302-020-0295-44,A field study in support of the monitoring of priority substances in German freshwater fish: derivation of fillet-to-whole fish conversion factors,2020,2017,2017,"Baltic sea lagoon ""kleines Haff""",53.81355,14.105501,Western and Central Europe,Perch (Perca fluviatilis),,11,,,,0.0198,,,
"Sedláčková, L., Kružíková, K., & Svobodová, Z.",https://www-sciencedirect-com.ezproxy2.library.usyd.edu.au/science/article/pii/S0308814613014751?via%3Dihub,Mercury speciation in fish muscles from major Czech rivers and assessment of health risks,2014,2011,2011,Vltava – Vraňany,50°20′29″N,14°28′30″E,Central Europe,Chub (Leuciscus cephalus L.),,12,537,,,0.83,,,
"Sedláčková, L., Kružíková, K., & Svobodová, Z.",https://www-sciencedirect-com.ezproxy2.library.usyd.edu.au/science/article/pii/S0308814613014751?via%3Dihub,Mercury speciation in fish muscles from major Czech rivers and assessment of health risks,2014,2011,2011,Ohře – Louny,50°31′44″N,14°8′11″E,Central Europe,Chub (Leuciscus cephalus L.),,6,170,,,0.5,,,
"Sedláčková, L., Kružíková, K., & Svobodová, Z.",https://www-sciencedirect-com.ezproxy2.library.usyd.edu.au/science/article/pii/S0308814613014751?via%3Dihub,Mercury speciation in fish muscles from major Czech rivers and assessment of health risks,2014,2011,2011,Labe – Obříství,"50 ° 19'0.792 ""N","14 ° 29'30.934"" E",Central Europe,Chub (Leuciscus cephalus L.),,10,226,,,0.99,,,
"Sedláčková, L., Kružíková, K., & Svobodová, Z.",https://www-sciencedirect-com.ezproxy2.library.usyd.edu.au/science/article/pii/S0308814613014751?via%3Dihub,Mercury speciation in fish muscles from major Czech rivers and assessment of health risks,2014,2011,2011,Labe – Děčín,50°46′25″N,14°11′46″E,Central Europe,Chub (Leuciscus cephalus L.),,10,566,,,1.12,,,
"Sedláčková, L., Kružíková, K., & Svobodová, Z.",https://www-sciencedirect-com.ezproxy2.library.usyd.edu.au/science/article/pii/S0308814613014751?via%3Dihub,Mercury speciation in fish muscles from major Czech rivers and assessment of health risks,2014,2011,2011,Berounka – Srbsko,49°59′43″N,14°24′05″E,Central Europe,Chub (Leuciscus cephalus L.),,12,219,,,0.47,,,
"Sedláčková, L., Kružíková, K., & Svobodová, Z.",https://www-sciencedirect-com.ezproxy2.library.usyd.edu.au/science/article/pii/S0308814613014751?via%3Dihub,Mercury speciation in fish muscles from major Czech rivers and assessment of health risks,2014,2011,2011,Otava – Topělec,49 ° 20′29 ″ N,14 ° 8′24 ″ E,Central Europe,Chub (Leuciscus cephalus L.),,12,152,,,0.49,,,
"Sedláčková, L., Kružíková, K., & Svobodová, Z.",https://www-sciencedirect-com.ezproxy2.library.usyd.edu.au/science/article/pii/S0308814613014751?via%3Dihub,Mercury speciation in fish muscles from major Czech rivers and assessment of health risks,2014,2011,2011,Lužnice – Bechyně,49°17′50″N,14°28′15″E,Central Europe,Chub (Leuciscus cephalus L.),,12,179,,,0.53,,,
"Sedláčková, L., Kružíková, K., & Svobodová, Z.",https://www-sciencedirect-com.ezproxy2.library.usyd.edu.au/science/article/pii/S0308814613014751?via%3Dihub,Mercury speciation in fish muscles from major Czech rivers and assessment of health risks,2014,2011,2011,Sázava – Nespeky,49°52′N,14°40′E,Central Europe,Chub (Leuciscus cephalus L.),,12,127,,,0.36,,,
"Sedláčková, L., Kružíková, K., & Svobodová, Z.",https://www-sciencedirect-com.ezproxy2.library.usyd.edu.au/science/article/pii/S0308814613014751?via%3Dihub,Mercury speciation in fish muscles from major Czech rivers and assessment of health risks,2014,2011,2011,Odra – Bohumín,49°54′13″N,18°21′16″E,Central Europe,Chub (Leuciscus cephalus L.),,9,172,,,1.02,,,
"Sedláčková, L., Kružíková, K., & Svobodová, Z.",https://www-sciencedirect-com.ezproxy2.library.usyd.edu.au/science/article/pii/S0308814613014751?via%3Dihub,Mercury speciation in fish muscles from major Czech rivers and assessment of health risks,2014,2011,2011,Morava – Lanžhot,48°43′28″N,16°58′0″E,Central Europe,Chub (Leuciscus cephalus L.),,9,417,,,0.33,,,
"Sedláčková, L., Kružíková, K., & Svobodová, Z.",https://www-sciencedirect-com.ezproxy2.library.usyd.edu.au/science/article/pii/S0308814613014751?via%3Dihub,Mercury speciation in fish muscles from major Czech rivers and assessment of health risks,2014,2011,2011,Dyje – Pohansko,48 ° 43′44.33 ″ N,16 ° 53′47.91 ″ E,Central Europe,Chub (Leuciscus cephalus L.),,12,502,,,0.27,,,
"Sedláčková, L., Kružíková, K., & Svobodová, Z.",https://www-sciencedirect-com.ezproxy2.library.usyd.edu.au/science/article/pii/S0308814613014751?via%3Dihub,Mercury speciation in fish muscles from major Czech rivers and assessment of health risks,2014,2011,2011,Svratka – Židlochovice,49°2′22″N,16°37′8″E,Central Europe,Chub (Leuciscus cephalus L.),,12,224,,,0.74,,,
"K. A. Bawa‑Allah, J. K. Saliu1, A. A. Otitoloju
",https://doi.org/10.1007/s13762-020-02734-9 ,Facilitated depuration of hazardous non‑essential elements in pre‑exposed fish,2020,Jan 2014,June 2014,Nigeria- Lagos ,,,,,,,,,,,,,
